Station Category;Station Type;ID Hash;WMO ID;Alternative IDs;Name;Location Lat,Lon;Elevation;Start Date;End Date;Horizontal Distance;Vertical Distance;Effective Distance;Elevation_m
SYNOP;SYNO;240363657;;MOU;Moutier;47.2722,7.37176;579m;2017-12-03T06:00:00Z;2025-04-30T06:00:00Z;-999;-999;-999;577.8
SYNOP;SYNO;258458887;;AGATT;Attelwil;47.2652,8.05052;475m;2018-05-09T06:30:00Z;2025-05-02T07:30:00Z;-999;-999;-999;473.5
SYNOP;SYNO;266334247;;SCD;Scudellate;45.9218,9.04027;920m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;921.9
SYNOP;SYNO;267963718;;BAU;Baulmes;46.7895,6.52258;642m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;643.4
SYNOP;SYNO;268175074;;MUS;Müstair;46.6354,10.4585;1248m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;1248.9
SYNOP;SYNO;268977341;067300;JUN;Jungfraujoch;46.5476,7.98544;3571m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;3554.0
SYNOP;SYNO;274450664;067700;LUG;Lugano;46.0042,8.96032;273m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;276.9
SYNOP;SYNO;280622545;067620;MAG;Magadino / Cadenazzo;46.16,8.93367;203m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;203.4
SYNOP;SYNO;291283162;;MTO;Montenol;47.3539,7.15292;694m;2017-12-03T06:00:00Z;2025-04-29T06:00:00Z;-999;-999;-999;693.4
SYNOP;SYNO;298944938;;CHY;Chavornay;46.7024,6.548;439m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;440.7
SYNOP;SYNO;321722842;066020;DEM;Delémont;47.3517,7.34957;439m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;436.4
SYNOP;SYNO;340469792;067590;CIM;Cimetta;46.2005,8.79165;1661m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;1658.8
SYNOP;SYNO;362599930;;KLA;Klosters;46.8651,9.8897;1186m;2018-05-09T06:30:00Z;2025-05-02T07:20:00Z;-999;-999;-999;1184.9
SYNOP;SYNO;379738627;067540;MTR;Matro;46.4101,8.92474;2171m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;2172.5
SYNOP;SYNO;395344738;;ECH;Echallens;46.6461,6.62176;602m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;602.7
SYNOP;SYNO;400101401;;BRW;Braunwald;46.9375,8.98765;1299m;2018-05-09T06:30:00Z;2025-05-02T07:30:00Z;-999;-999;-999;1301.3
SYNOP;SYNO;410152761;;AUB;L' Auberson;46.8235,6.44069;1096m;2017-12-03T06:00:00Z;2025-05-02T07:20:00Z;-999;-999;-999;1096.0
SYNOP;SYNO;429549579;;VSTSN;Tsanfleuron;46.3207,7.30179;2052m;2018-05-09T06:30:00Z;2025-05-02T07:20:00Z;-999;-999;-999;2047.4
SYNOP;SYNO;447849380;;WDO;Wahlendorf;47.0045,7.33673;760m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;762.0
SYNOP;SYNO;449368349;;EFF;Effretikon;47.4388,8.70251;478m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;480.8
SYNOP;SYNO;468979184;;SAX;Salez / Saxerriet;47.233,9.49309;436m;2018-05-09T06:30:00Z;2025-05-02T07:20:00Z;-999;-999;-999;437.3
SYNOP;SYNO;479023104;;JUS;Jussy;46.2285,6.2579;466m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;467.0
SYNOP;SYNO;480808748;066260;GOE;Gösgen;47.3631,7.97373;380m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;379.8
SYNOP;SYNO;486204682;066130;FRU;Frutigen;46.599,7.65754;756m;2015-08-18T08:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;754.3
SYNOP;SYNO;499343180;;HTW;Herbetswil;47.2968,7.58792;544m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;546.6
SYNOP;SYNO;510329138;067390;EGH;Eggishorn;46.4265,8.09273;2892m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;2886.2
SYNOP;SYNO;510433518;;SUS;Susch;46.7549,10.083;1416m;2018-05-09T06:30:00Z;2025-05-02T07:20:00Z;-999;-999;-999;1415.1
SYNOP;SYNO;525182906;;STU;St. Urban;47.2149,7.83954;488m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;489.6
SYNOP;SYNO;527557409;;IST;Isenthal;46.9106,8.56045;778m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;780.5
SYNOP;SYNO;528712075;066230;HAI;Salen-Reutenen;47.6512,9.02391;719m;2010-09-29T15:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;715.1
SYNOP;SYNO;531457788;;MGL;Magglingen;47.1408,7.21502;883m;2018-05-09T06:30:00Z;2025-05-02T07:20:00Z;-999;-999;-999;885.2
SYNOP;SYNO;549916773;;STF;Grossdietwil / Stampfi;47.1512,7.88536;710m;2017-12-03T06:00:00Z;2025-04-28T06:00:00Z;-999;-999;-999;709.0
SYNOP;SYNO;554719417;067050;CGI;Nyon / Changins;46.401,6.22772;458m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;456.8
SYNOP;SYNO;572450133;;GRY;Gryon;46.2769,7.06915;1146m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;1146.0
SYNOP;SYNO;573913884;;BOS;Bosco/Gurin;46.3168,8.48871;1486m;2017-12-03T06:00:00Z;2025-05-02T07:20:00Z;-999;-999;-999;1486.0
SYNOP;SYNO;576188056;066570;GIH;Giswil;46.8494,8.19022;471m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;469.9
SYNOP;SYNO;580434219;066640;REH;Zürich / Affoltern;47.4277,8.51795;444m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;442.6
SYNOP;SYNO;586421960;;BLS;Brülisau;47.2941,9.46007;928m;2017-12-03T06:00:00Z;2025-04-30T06:00:00Z;-999;-999;-999;928.0
SYNOP;SYNO;593638974;;VSMAT;Mattsand;46.1434,7.79129;1230m;2018-05-09T06:30:00Z;2025-05-02T07:20:00Z;-999;-999;-999;1236.6
SYNOP;SYNO;602404537;;DIT;Dietikon;47.4136,8.40447;384m;2018-05-09T06:30:00Z;2025-05-02T07:20:00Z;-999;-999;-999;384.8
SYNOP;SYNO;605900927;;TAF;Tafers;46.8191,7.21613;654m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;654.1
SYNOP;SYNO;615927598;;MSG;Mosogno;46.1985,8.64091;771m;2017-12-03T06:00:00Z;2025-05-02T07:20:00Z;-999;-999;-999;778.2
SYNOP;SYNO;620761002;067230;ATT;Les Attelas;46.0991,7.26865;2734m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;2732.2
SYNOP;SYNO;624215357;;SEM;Semsales;46.576,6.93129;874m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;874.9
SYNOP;SYNO;625393002;066880;CMA;Crap Masegn;46.8423,9.18;2480m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;2477.8
SYNOP;SYNO;631101226;066890;HOE;Hörnli;47.3709,8.94164;1133m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;1132.8
SYNOP;SYNO;637724865;;AIR;Airolo;46.526,8.59744;1139m;2017-12-03T06:00:00Z;2025-05-02T07:20:00Z;-999;-999;-999;1140.1
SYNOP;SYNO;652980193;;VRI;Vrin;46.6558,9.10347;1384m;2017-12-03T06:00:00Z;2025-05-02T07:20:00Z;-999;-999;-999;1379.7
SYNOP;SYNO;653645639;;SIH;Sihlbrugg;47.2206,8.57828;549m;2018-05-09T06:30:00Z;2025-05-02T07:20:00Z;-999;-999;-999;548.3
SYNOP;SYNO;663816146;;OED;Ehrendingen;47.5081,8.33905;428m;2018-05-09T06:30:00Z;2025-05-02T07:20:00Z;-999;-999;-999;426.9
SYNOP;SYNO;669252824;;BUD;Burgdorf;47.057,7.59873;534m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;533.9
SYNOP;SYNO;683225687;;KLT;Klöntal;47.0367,9.00148;855m;2017-12-03T06:00:00Z;2025-04-30T06:00:00Z;-999;-999;-999;851.3
SYNOP;SYNO;684114501;;LOB;Pleigne;47.4185,7.27543;738m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;737.8
SYNOP;SYNO;685361020;;VSMOI;Moiry;46.1377,7.57022;2127m;2018-05-09T06:30:00Z;2025-05-02T07:20:00Z;-999;-999;-999;2125.8
SYNOP;SYNO;689614880;;LAF;Laufen;47.414,7.52678;404m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;405.5
SYNOP;SYNO;701600889;;KAI;Kaiserstuhl, AG;47.5706,8.41323;361m;2017-12-03T06:00:00Z;2019-10-31T06:00:00Z;-999;-999;-999;362.1
SYNOP;SYNO;716141267;;VSVER;Vercorin;46.238,7.55628;1650m;2018-05-09T06:30:00Z;2025-05-02T07:20:00Z;-999;-999;-999;1651.9
SYNOP;SYNO;717390779;;ERI;Eriswil;47.0834,7.85049;729m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;728.9
SYNOP;SYNO;723226221;;GTT;Guttannen;46.6564,8.29172;1055m;2017-12-03T06:00:00Z;2025-05-02T07:20:00Z;-999;-999;-999;1058.5
SYNOP;SYNO;723422439;;BSG;Brissago;46.1198,8.709;280m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;272.1
SYNOP;SYNO;730116992;066720;ALT;Altdorf;46.8871,8.62189;438m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;438.7
SYNOP;SYNO;744822494;067740;BIV;Bivio;46.4625,9.66864;1856m;2015-04-28T08:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;1863.8
SYNOP;SYNO;755434311;;BEC;Bernina / Curtinatsch;46.4411,9.98689;2090m;2018-05-09T06:30:00Z;2025-05-02T07:30:00Z;-999;-999;-999;2092.0
SYNOP;SYNO;765085264;;ENT;Entlebuch;46.9868,8.06875;768m;2018-05-09T06:30:00Z;2025-05-02T07:20:00Z;-999;-999;-999;768.0
SYNOP;SYNO;765467048;;HON;Hondrich;46.6731,7.68073;760m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;757.2
SYNOP;SYNO;793556551;;FIT;Fieschertal;46.4279,8.14102;1175m;2017-12-03T06:00:00Z;2025-05-02T07:20:00Z;-999;-999;-999;1173.8
SYNOP;SYNO;801480996;;HER;Hérémence;46.1783,7.40439;1218m;2017-12-03T06:00:00Z;2025-04-30T06:00:00Z;-999;-999;-999;1222.5
SYNOP;SYNO;827370059;067850;ARO;Arosa;46.7927,9.67901;1878m;2015-12-15T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;1878.9
SYNOP;SYNO;841442054;067950;PMA;Piz Martegnas;46.5772,9.52954;2670m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;2664.6
SYNOP;SYNO;842571376;;MAD;Madiswil;47.1607,7.82631;663m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;663.5
SYNOP;SYNO;844279400;067170;GSB;Col du Grand St-Bernard;45.8691,7.17068;2472m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;2478.3
SYNOP;SYNO;847629914;;MDO;Moudon;46.6762,6.80306;563m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;563.6
SYNOP;SYNO;856127794;066420;LAT;Bergün / Latsch;46.6273,9.75371;1408m;2015-03-20T08:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;1409.3
SYNOP;SYNO;870704996;;VSCOL;Les Collons;46.179,7.38736;1770m;2018-05-09T06:30:00Z;2025-05-02T07:30:00Z;-999;-999;-999;1772.6
SYNOP;SYNO;872939726;;GEA;Genève / Aïre;46.1957,6.09051;376m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;376.3
SYNOP;SYNO;877458398;;ABE;Aarberg;47.0366,7.28142;493m;2017-12-03T06:00:00Z;2025-05-02T07:20:00Z;-999;-999;-999;493.4
SYNOP;SYNO;889684778;;FLW;Flawil;47.4141,9.20289;571m;2018-05-09T06:30:00Z;2025-05-02T07:20:00Z;-999;-999;-999;572.7
SYNOP;SYNO;909782438;;REM;Rempen;47.1384,8.8968;650m;2018-05-09T06:30:00Z;2025-05-02T07:30:00Z;-999;-999;-999;646.2
SYNOP;SYNO;916448139;;LOT;Lorzentobel;47.1805,8.55463;536m;2017-12-04T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;541.6
SYNOP;SYNO;932556760;067220;EVO;Evolène / Villa;46.1122,7.50863;1825m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;1829.1
SYNOP;SYNO;943630833;;INF;Innerferrera;46.5202,9.44403;1475m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;1478.3
SYNOP;SYNO;967444767;;LEU;Leukerbad;46.367,7.62164;1286m;2017-12-03T06:00:00Z;2025-05-02T07:20:00Z;-999;-999;-999;1289.7
SYNOP;SYNO;981833761;;BRO;Broc;46.6097,7.10815;682m;2017-12-04T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;682.5
SYNOP;SYNO;987541615;067830;SBE;S. Bernardino;46.4635,9.1847;1639m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;1638.4
SYNOP;SYNO;997407486;066830;SCM;Schmerikon;47.2249,8.9403;408m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;407.2
SYNOP;SYNO;999477651;066500;LUZ;Luzern;47.0364,8.30102;454m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;455.4
SYNOP;SYNO;1029791718;;BMU;Beromünster;47.2073,8.19364;642m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;642.4
SYNOP;SYNO;1031015295;;STP;Stöckalp;46.8,8.2812;1070m;2018-05-09T06:30:00Z;2025-05-02T07:20:00Z;-999;-999;-999;1065.6
SYNOP;SYNO;1034874005;;VSOTE;Otemma;45.9244,7.39321;2357m;2018-05-09T06:30:00Z;2021-11-09T11:10:00Z;-999;-999;-999;2366.8
SYNOP;SYNO;1036278047;066160;FAH;Fahy;47.4238,6.94119;596m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;596.1
SYNOP;SYNO;1038153084;;LON;Longirod;46.4961,6.25828;900m;2018-05-09T06:30:00Z;2025-05-02T07:20:00Z;-999;-999;-999;900.9
SYNOP;SYNO;1038177488;066790;TAE;Aadorf / Tänikon;47.4799,8.90493;539m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;539.6
SYNOP;SYNO;1039540271;;AIE;Affoltern i. E.;47.0631,7.74061;755m;2018-05-09T06:30:00Z;2025-05-02T07:20:00Z;-999;-999;-999;755.9
SYNOP;SYNO;1039746860;;DIB;Les Diablerets;46.3469,7.16633;1191m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;1194.0
SYNOP;SYNO;1044580458;066310;BER;Bern / Zollikofen;46.9907,7.46406;553m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;552.5
SYNOP;SYNO;1057469371;;BNU;Braunau;47.5223,9.07339;592m;2019-01-24T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;592.5
SYNOP;SYNO;1061833865;;NEB;Nesselboden;47.2452,7.50858;1055m;2018-05-09T06:30:00Z;2025-05-02T07:20:00Z;-999;-999;-999;1055.9
SYNOP;SYNO;1082525251;;WBR;Wil, ZH;47.6048,8.50703;406m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;408.4
SYNOP;SYNO;1094364590;;SAR;Sargans;47.0537,9.44023;585m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;583.3
SYNOP;SYNO;1097287933;;VSDUR;Durnand;46.0517,7.08426;1214m;2018-05-09T06:30:00Z;2025-05-02T07:30:00Z;-999;-999;-999;1215.6
SYNOP;SYNO;1099491586;;SEV;Sevelen;47.1244,9.48954;457m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;459.1
SYNOP;SYNO;1105068429;066190;FRE;Bullet / La Frétaz;46.8406,6.57637;1205m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;1204.7
SYNOP;SYNO;1118887774;067780;BUF;Buffalora;46.6484,10.2672;1971m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;1969.7
SYNOP;SYNO;1119223946;;ALM;Altmatt;47.131,8.69636;920m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;922.1
SYNOP;SYNO;1132433784;;PFA;Pfäffikon, ZH;47.3655,8.76988;540m;2017-12-03T06:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;541.7
SYNOP;SYNO;1142268106;;GAD;Gadmen;46.737,8.35127;1190m;2017-12-03T06:00:00Z;2025-04-30T06:00:00Z;-999;-999;-999;1193.8
SYNOP;SYNO;1147822664;067770;GEN;Monte Generoso;45.9276,9.01788;1600m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;1595.2
SYNOP;SYNO;1166803090;;MUE;Mürren;46.5552,7.88997;1632m;2017-12-03T06:00:00Z;2019-11-28T06:00:00Z;-999;-999;-999;1631.8
SYNOP;SYNO;1177494710;069900;VAD;Vaduz;47.1275,9.51758;457m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;456.0
SYNOP;SYNO;1193030847;;GSG;Gsteig, Gstaad;46.3765,7.27859;1196m;2018-05-09T06:30:00Z;2025-05-02T07:20:00Z;-999;-999;-999;1197.8
SYNOP;SYNO;1215112792;;MOD;Montagne du Droit;47.1492,6.93537;1170m;2021-11-11T06:00:00Z;2021-12-01T06:00:00Z;-999;-999;-999;1171.1
SYNOP;SYNO;1218065421;067930;VAB;Valbella;46.755,9.55443;1568m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;1567.0
SYNOP;SYNO;1227601274;;WAN;Wangen b. Olten;47.3349,7.87896;435m;2017-12-04T06:00:00Z;2025-04-30T06:00:00Z;-999;-999;-999;436.9
SYNOP;SYNO;1228602602;;CTO;Torricella / Crana;46.0758,8.89537;1002m;2018-05-09T06:30:00Z;2025-05-02T07:20:00Z;-999;-999;-999;1020.0
SYNOP;SYNO;1231741226;;URB;Urnerboden;46.8988,8.91708;1395m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;1395.8
SYNOP;SYNO;1248014610;;HUT;Huttwil;47.114,7.83736;633m;2018-05-09T06:30:00Z;2025-05-02T07:20:00Z;-999;-999;-999;633.5
SYNOP;SYNO;1254383110;;SNS;Stans;46.9692,8.34556;439m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;439.7
SYNOP;SYNO;1258255274;066510;SPF;Schüpfheim;46.947,8.01244;744m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;744.8
SYNOP;SYNO;1264455858;;PDM;Les Ponts-de-Martel;46.9975,6.72717;1052m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;1052.9
SYNOP;SYNO;1267731753;067060;PRE;St-Prex;46.4837,6.443;425m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;427.5
SYNOP;SYNO;1270144418;066430;WYN;Wynau;47.255,7.78747;422m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;420.7
SYNOP;SYNO;1275259474;;SZB;Schwarzenburg;46.8136,7.34888;806m;2017-12-03T06:00:00Z;2025-04-30T06:00:00Z;-999;-999;-999;806.9
SYNOP;SYNO;1286646714;;ZEV;Zervreila;46.5788,9.1188;1738m;2018-05-09T06:30:00Z;2025-05-02T07:20:00Z;-999;-999;-999;1739.2
SYNOP;SYNO;1295369253;067280;GRC;Grächen;46.1953,7.83682;1605m;2013-05-31T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;1606.0
SYNOP;SYNO;1302062503;067340;INT;Interlaken;46.6722,7.87019;577m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;582.5
SYNOP;SYNO;1311502245;066870;QUI;Quinten;47.1287,9.21605;419m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;422.1
SYNOP;SYNO;1343959000;067870;AND;Andeer;46.6101,9.43198;987m;2008-05-13T10:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;989.1
SYNOP;SYNO;1355115961;066090;MLS;Le Moléson;46.5462,7.01775;1974m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;1974.7
SYNOP;SYNO;1377370023;;GSS;Gross, SZ;47.1127,8.77999;897m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;898.1
SYNOP;SYNO;1377377116;066740;CHZ;Cham;47.1883,8.46464;443m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;443.1
SYNOP;SYNO;1401940285;066620;SAG;Sattel, SZ;47.0811,8.63697;790m;2013-10-22T09:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;791.5
SYNOP;SYNO;1411522409;;VSVIS;Visperterminen;46.2629,7.9042;1352m;2018-05-09T06:30:00Z;2025-05-02T07:30:00Z;-999;-999;-999;1357.1
SYNOP;SYNO;1412562707;;VSTRI;Trient;46.0463,6.99466;1329m;2018-05-09T06:30:00Z;2025-05-02T07:20:00Z;-999;-999;-999;1329.6
SYNOP;SYNO;1415749930;;FRC;Fruence;46.5258,6.90185;810m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;811.3
SYNOP;SYNO;1426891267;;WAG;Waldegg;47.3623,8.45479;545m;2017-12-03T06:00:00Z;2019-09-01T06:00:00Z;-999;-999;-999;546.9
SYNOP;SYNO;1437098852;;BLU;Blumenstein;46.7443,7.52055;655m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;652.3
SYNOP;SYNO;1438523815;;KUA;Kurzeneialp;47.0134,7.84075;894m;2017-12-03T06:00:00Z;2025-04-26T06:00:00Z;-999;-999;-999;895.0
SYNOP;SYNO;1476194749;;SCH;Schleitheim;47.7443,8.48178;497m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;494.6
SYNOP;SYNO;1478283956;066290;MSK;Mühleberg / Stockeren;46.9521,7.28297;706m;2017-11-14T07:20:00Z;2021-11-02T21:50:00Z;-999;-999;-999;719.5
SYNOP;SYNO;1488063541;;ESZ;Eschenz;47.6458,8.87421;414m;2018-05-09T06:30:00Z;2025-05-02T07:20:00Z;-999;-999;-999;415.2
SYNOP;SYNO;1489627095;;BRI;Brig;46.3118,7.96526;665m;2018-05-09T06:30:00Z;2025-05-02T07:20:00Z;-999;-999;-999;664.2
SYNOP;SYNO;1494626039;;OBD;Obstalden;47.1139,9.16341;689m;2017-12-03T06:00:00Z;2025-04-30T06:00:00Z;-999;-999;-999;686.9
SYNOP;SYNO;1506235857;067470;MRP;Monte Rosa-Plattje;45.9566,7.81457;2885m;2009-12-16T00:00:00Z;2023-08-28T15:30:00Z;-999;-999;-999;2878.1
SYNOP;SYNO;1512952366;;KAR;Küssnacht am Rigi;47.0975,8.43089;502m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;504.3
SYNOP;SYNO;1517123024;067500;GUE;Gütsch, Andermatt;46.6525,8.61553;2286m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;2283.3
SYNOP;SYNO;1520659283;;WEF;Weinfelden;47.5684,9.11851;477m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;477.8
SYNOP;SYNO;1556731673;066200;SHA;Schaffhausen;47.6898,8.62014;438m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;438.5
SYNOP;SYNO;1556885116;;SIS;Sissach;47.4644,7.80337;380m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;374.3
SYNOP;SYNO;1594380272;067450;ULR;Ulrichen;46.5049,8.30824;1346m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;1347.7
SYNOP;SYNO;1609909791;066320;GRE;Grenchen;47.1791,7.41514;428m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;428.3
SYNOP;SYNO;1614117693;;SWA;Schwägalp;47.2564,9.31719;1348m;2017-12-04T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;1346.9
SYNOP;SYNO;1617971040;066150;MOB;Montagnier, Bagnes;46.071,7.22527;839m;2017-01-19T10:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;840.3
SYNOP;SYNO;1623560455;;VSCLU;Clusanfe;46.1359,6.88528;1926m;2018-05-09T06:30:00Z;2025-05-02T07:30:00Z;-999;-999;-999;1914.7
SYNOP;SYNO;1628660820;;VSBRI;Bricola;46.0463,7.56636;2431m;2018-06-05T04:10:00Z;2025-05-02T07:20:00Z;-999;-999;-999;2430
SYNOP;SYNO;1628976454;066540;SIM;Simplon-Dorf;46.1968,8.05634;1465m;2016-10-28T09:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;1464.1
SYNOP;SYNO;1653794036;067860;CHU;Chur;46.8704,9.53051;556m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;555.0
SYNOP;SYNO;1658327744;066630;VLS;Vals;46.6278,9.18871;1242m;2015-04-01T07:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;1244.8
SYNOP;SYNO;1658799991;;WCH;Wilchingen;47.668,8.46453;422m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;425.9
SYNOP;SYNO;1686207944;067910;COV;Piz Corvatsch;46.418,9.82131;3294m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;3294.4
SYNOP;SYNO;1692780896;066460;BEZ;Beznau;47.5573,8.23333;326m;2002-01-01T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;326.1
SYNOP;SYNO;1696170189;;PUD;Punt la Drossa;46.6538,10.19;1713m;2017-12-03T06:00:00Z;2025-04-30T06:00:00Z;-999;-999;-999;1713.0
SYNOP;SYNO;1701505339;066370;MER;Meiringen;46.7322,8.16925;589m;2011-10-06T00:00:00Z;2025-05-02T07:30:00Z;-999;-999;-999;588.8
SYNOP;SYNO;1711571083;;SGD;Stiegelschwand;46.4881,7.53343;1466m;2017-12-03T06:00:00Z;2025-05-01T06:00:00Z;-999;-999;-999;1464.6
